priority,qid,source,number,subject,basis,score,frequent_match_count,core_match_count,noise_flags,question_preview,status,verified_answer,review_note
A,2024-R3-Q46,2024-R3,46,유통마케팅,final,59,0,0,short_option|duplicated_option,아래 글상자에서 효과적인 시장세분화 조건으로 옳은 것 만을 모두 나열한 것은? ㉠ 측정 가능성 ㉡ 충분한 시장 규모 ㉢ 접근 가능성 ㉣ 세분시장 내 동질성과 세분시장 간 이질성,pending,,
A,2024-R3-Q48,2024-R3,48,유통마케팅,final,65,0,0,,아래 글상자에서 설명하는 용어로 옳은 것은? 새로운 세분시장에 진입할 때 주의해야 할 점으로 자사의 신제품이나 새로운 유통점이 기존에 그 기업에서 판매하고 있던 다른 제품이나 기…,pending,,
A,2024-R3-Q50,2024-R3,50,유통마케팅,final,65,0,0,,마이클 포터의 다섯 가지 경쟁요인 모형(5 forces model)을 통한 시장 매력도 평가에 관한 내용으로 가장 옳지 않은 것은?,pending,,
A,2024-R3-Q53,2024-R3,53,유통마케팅,final,65,0,0,,인터넷을 활용한 소매점 이벤트 프로모션의 유형 중 정보 제공형 이벤트 프로모션에 대한 설명으로 옳지 않은 것은?,pending,,
A,2024-R3-Q54,2024-R3,54,유통마케팅,final,61,0,0,short_option,기업에 대해 고객이 창출해주는 모든 미래의 경제적 가치를 현재가치로 할인한 것으로 고객에 대한 장기간의 경제적 가치를 설명하는 개념의 약어로 옳은 것은?,pending,,
A,2024-R3-Q55,2024-R3,55,유통마케팅,final,65,0,0,,다음 중 온라인 판매 채널을 추가함으로써 얻을 수 있는 혜택으로 가장 옳지 않은 것은?,pending,,
A,2024-R3-Q56,2024-R3,56,유통마케팅,final,57,0,0,page_footer_text,"검색엔진 최적화(SEO: search engine optimization)의 성과지표 중 하나로, 검색엔진을 통해 웹사이트에 유입된 방문자 수치를 의미하는 것으로 옳은 것은?",pending,,
A,2024-R3-Q58,2024-R3,58,유통마케팅,final,65,0,0,,아래 글상자의 설명에 해당하는 용어로 옳은 것은? 일반적으로 빅데이터로부터 정보를 추출하는 방법을 의미 한다. 빅데이터와 같은 거대한 자료로부터 특정한 규칙을 발견해 내는 컴퓨터…,pending,,
A,2024-R3-Q59,2024-R3,59,유통마케팅,final,65,0,0,,"상품을 구매할 때, 자신이 고려하는 모든 속성들이 정해 놓은 최소한의 기준치를 충족시키는지 여부를 한꺼번에 평가하여 대안을 선택하는 고객 의사결정모형으로 옳은 것은?",pending,,
A,2024-R3-Q60,2024-R3,60,유통마케팅,final,65,0,0,,다음 중 탐색적 조사에 관한 설명으로 옳은 것은?,pending,,
A,2024-R3-Q62,2024-R3,62,유통마케팅,final,65,0,0,,관계지향적 판매방식에 관한 내용으로 가장 옳지 않은 것은?,pending,,
A,2024-R3-Q63,2024-R3,63,유통마케팅,final,65,0,0,,점포를 구성하는 물리적 환경의 역할에 대한 설명으로 옳지 않은 것은?,pending,,
A,2024-R3-Q64,2024-R3,64,유통마케팅,final,71,1,0,page_footer_text|short_option|duplicated_option,아래 글상자의 설명 중 격자형 레이아웃의 특징만을 나열한 것으로 가장 옳은 것은? ㉠ 상품진열면적이 넓고 판매공간을 효율적으로 활용할 수 있다. ㉡ 비용이 적게 들며 고객이 익숙…,pending,,
A,2024-R3-Q65,2024-R3,65,유통마케팅,final,65,0,0,,매장 내부인테리어(interior) 관리에 대한 설명으로 가장 옳지 않은 것은?,pending,,
A,2024-R3-Q66,2024-R3,66,유통마케팅,final,65,0,0,,전략적 고객관리(strategic account management)의 특징 으로 옳지 않은 것은?,pending,,
A,2024-R3-Q69,2024-R3,69,유통마케팅,final,65,0,0,,아래 글상자에서 설명하는 평가 기법으로 가장 옳은 것은? 구매자 입장에서 특정 공급자의 개별품목 혹은 재고관리단위 (SKU: stock keeping unit) 각각에 관해 평가…,pending,,
A,2024-R3-Q70,2024-R3,70,유통마케팅,final,65,0,0,,다단계 판매의 특징으로 옳지 않은 것은?,pending,,
A,2024-R3-Q72,2024-R3,72,유통정보,final,57,0,0,page_footer_text,QR코드에 대한 설명으로 가장 옳지 않은 것은?,pending,,
A,2024-R3-Q73,2024-R3,73,유통정보,final,59,0,0,short_option|duplicated_option,우리나라는 데이터 이용에 관한 규제 혁신과 개인정보 보호 협치체계 정비의 문제를 해결하기 위해 관련 법을 개정하였다. 아래 글상자에서 데이터 3법에 해당되는 법률들을 모두 나열한…,pending,,
A,2024-R3-Q74,2024-R3,74,유통정보,final,65,0,0,,노나카의 지식변환 4가지 유형과 그 설명이 가장 옳은 것은?,pending,,
A,2024-R3-Q75,2024-R3,75,유통정보,final,63,0,0,duplicated_option,유통업체에서 활용하고 있는 ERP 시스템에 대한 발전 순서를 바르게 제시한 것은?,pending,,
A,2024-R3-Q76,2024-R3,76,유통정보,final,65,0,0,,글로벌기업이 공급사슬관리상에서 복잡한 물류체계를 효율적으로 운영하기 위해 추진하는 글로벌 물류전략 중 하나인 지연전략에 대한 설명으로 가장 옳지 않은 것은?,pending,,
A,2024-R3-Q81,2024-R3,81,유통정보,final,59,0,0,short_option|duplicated_option,아래 글상자의 OECD 프라이버시 8대 원칙에 대한 설명 중 옳지 않은 것만을 나열한 것은? ㉠ 안전성 확보의 원칙(security safeguards principle): 개인…,pending,,
A,2024-R3-Q82,2024-R3,82,유통정보,final,65,0,0,,아래 글상자에서 설명하는 잠재고객 발굴을 위한 기존 고객에 대한 CRM 분석 방법으로 가장 옳은 것은? 기존 고객과 비슷한 모습을 지닌 그룹을 찾아내는 방법이다. 현 고객의 가족…,pending,,
A,2024-R3-Q83,2024-R3,83,유통정보,final,65,0,0,,클라우드 컴퓨팅 서비스 지원 수준에 따라 구분된 유형 으로 가장 옳은 것은?,pending,,
A,2024-R3-Q84,2024-R3,84,유통정보,final,65,0,0,,메타버스를 구현하는 주요 기반 기술과 그 설명이 가장 옳지 않은 것은?,pending,,
A,2024-R3-Q85,2024-R3,85,유통정보,final,65,0,0,,아래 글상자의 융합기술 발전 2단계에 부합하는 사례만을 나열한 것으로 가장 옳은 것은? 융합기술의 발전단계는 IT기반 융합의 진화수준에 따라 크게 3단계로 구분할 수 있다. 1단…,pending,,
A,2024-R3-Q86,2024-R3,86,유통정보,final,57,0,0,page_footer_text,"아래 글상자에서 설명하는 데이터베이스의 종류로 가장 옳은 것은? 모자(母子)집합이라는 레코드 간 구조를 가지며, 자(子) 레코드가 복수의 모(母)레코드를 갖는 복잡한 표현도 가능…",pending,,
A,2024-R3-Q87,2024-R3,87,유통정보,final,65,0,0,,CRM 시스템에 대한 설명으로 가장 옳지 않은 것은?,pending,,
A,2024-R3-Q89,2024-R3,89,유통정보,final,65,0,0,,아래 글상자의 괄호 안에 들어갈 용어로 가장 옳은 것은? ( )는 클라우드상의 GenAI가 사용자 디바이스 안으로 이동한다는 것 이상의 의미를 가진다. 단기적으로는 사용 자의 일…,pending,,
A,2024-R3-Q90,2024-R3,90,유통정보,final,65,0,0,,다음 보기에 제시된 4가지 개념을 가치가 낮은 개념에서 높은 개념 순서로 바르게 나열한 것으로 옳은 것은?,pending,,
B,2021-R2-Q4,2021-R2,4,유통물류일반,tentative,42,0,0,page_footer_text,ROI에 대한 내용으로 옳지 않은 것은?,pending,,
B,2021-R2-Q7,2021-R2,7,유통물류일반,tentative,43,0,0,broken_prefix,"31., 일부개정) 등 관련 법규에서 규정하고 있는 상가 임대료의 인상률 상한(청구당시의 차임 또는 보증금 기준) 으로 옳은 것은?",pending,,
B,2021-R2-Q8,2021-R2,8,유통물류일반,tentative,44,0,0,short_option|duplicated_option,"인적자원관리에 관련된 능력주의와 연공주의를 비교한 설명으로 옳지 않은 것은? 구분 능력주의 연공주의 직무중심 사람중심 ㉠ 승진기준 (직무능력기준) (신분중심) 성과, 업적, 직무…",pending,,
B,2021-R2-Q12,2021-R2,12,유통물류일반,tentative,42,0,0,page_footer_text,서로 다른 제품을 각각 다른 생산설비를 사용하는 것보다 공동의 생산 설비를 이용해서 생산한다면 보다 효과적 이라는 이론으로 옳은 것은?,pending,,
B,2021-R2-Q15,2021-R2,15,유통물류일반,tentative,46,0,0,short_option,기업의 과업환경에 속하지 않는 것은?,pending,,
B,2021-R2-Q16,2021-R2,16,유통물류일반,tentative,44,0,0,short_option|duplicated_option,"기업의 이해관계자별 주요 관심사에 관한 설명으로 옳지 않은 것은? 구분 이해관계자 이해관계자의 관심사 기업주/ ㉠ 기업평판, 경쟁력 경영자 임금과 근무조건, 복리후생제도, 채용 …",pending,,
B,2021-R2-Q17,2021-R2,17,유통물류일반,tentative,46,0,0,short_option,"청소년보호법(법률 제17761호, 2020.12.29., 타법개정) 상, 청소년유해약물에 포함되지 않는 것은?",pending,,
B,2021-R2-Q20,2021-R2,20,유통물류일반,tentative,42,0,0,page_footer_text,"소비자기본법(법률 제17290호, 2020.5.19., 타법개정) 상, 소비자중심경영의 인증 내용으로 옳지 않은 것은?",pending,,
B,2021-R2-Q27,2021-R2,27,상권분석,tentative,42,0,0,page_footer_text,아래 글상자 속의 설명에 해당하는 상업입지로서 가장 옳은 것은? 주로 지방 중소도시의 중심부에 형성되는 커뮤니티형 상점가이다. 실용적인 준선매품 소매점 및 가족형 음식점 들이 상…,pending,,
B,2021-R2-Q36,2021-R2,36,상권분석,tentative,42,0,0,page_footer_text,한 도시 내 상권들의 계층성에 대한 설명으로 가장 옳지 않은 것은?,pending,,
B,2021-R2-Q51,2021-R2,51,유통마케팅,tentative,42,0,0,page_footer_text,판매원의 고객서비스와 판매업무활동에 대한 설명으로 가장 옳지 않은 것은?,pending,,
B,2021-R2-Q55,2021-R2,55,유통마케팅,tentative,44,0,0,short_option|duplicated_option,아래 글상자 보기 중 머천다이저(MD)가 상품을 싸게 구매할 수 있는 일반적인 상황을 모두 고른 것은? ㉠ 주문을 많이 하는 경우 ㉡ 반품 없이 모두 직매입하는 경우 ㉢ 현찰로 …,pending,,
B,2021-R2-Q69,2021-R2,69,유통마케팅,tentative,42,0,0,page_footer_text,다음 중 판매를 시도하기 위해 고객에게 다가가는 고객 접근 기술로 가장 옳지 않은 것은?,pending,,
B,2021-R2-Q78,2021-R2,78,유통정보,tentative,42,0,0,page_footer_text,GS1 표준 식별코드에 대한 설명으로 가장 옳지 않은 것은?,pending,,
B,2021-R2-Q86,2021-R2,86,유통정보,tentative,42,0,0,page_footer_text,아래 글상자에서 설명하는 유통정보시스템으로 가장 옳은 것은? 미국의 패션 어패럴 산업에서 공급망에서의 상품 흐름을 개선하기 위하여 판매업체와 제조업체 사이에서 제품에 대한 정보를…,pending,,
B,2021-R2-Q87,2021-R2,87,유통정보,tentative,46,0,0,short_option,아래 글상자의 괄호 안에 공통적으로 들어갈 용어로 가장 옳은 것은? ( )은(는) 시간 경과에 의해 질이 떨어지거나 소실될 우려가 있는 자료를 장기 보존하는 것이다. 전산화된 자…,pending,,
B,2022-R1-Q3,2022-R1,3,유통물류일반,tentative,42,0,0,page_footer_text,"아래 글상자의 괄호안에 들어갈 중간상이 수행하는 분류 기준으로 가장 옳은 것은? ( ㉠ ) 이질적인 제품들을 색이나 크기, 용량 등에 따라 상대적으로 동질적인 집단으로 구분하는 …",pending,,
B,2022-R1-Q5,2022-R1,5,유통물류일반,tentative,44,0,0,short_option|duplicated_option,아래 글상자에서 회계 내용과 물류원가분석의 특징으로 가장 옳지 않은 것은? 구분 회계 내용 물류원가분석 ㉠ 계산목적 물류업적의 평가 ㉡ 계산대상 물류업무의 전반 ㉢ 계산기간 예산…,pending,,
B,2022-R1-Q11,2022-R1,11,유통물류일반,tentative,42,0,0,page_footer_text,범위의 경제와 관련된 설명으로 가장 옳지 않은 것은?,pending,,
B,2022-R1-Q19,2022-R1,19,유통물류일반,tentative,42,0,0,page_footer_text,"아래 글상자에서 설명하고 있는 리더십 유형으로 가장 옳은 것은? - 구성원들의 기본적 가치, 믿음, 태도 등을 변화시켜서 조직이 기대하는 것보다 더 높은 수준의 성과를 스스로 추…",pending,,
B,2022-R1-Q28,2022-R1,28,상권분석,tentative,42,0,0,page_footer_text,상권 유형별 개념과 일반적 특징을 설명한 내용으로서 가장 옳은 것은?,pending,,
B,2022-R1-Q37,2022-R1,37,상권분석,tentative,42,0,0,page_footer_text,사람들은 점포가 눈 앞에 보여도 간선도로를 횡단해야 하는 경우 그 점포에 접근하지 않으려는 경향을 보인다. 이런 현상에 대한 설명으로 가장 옳은 것은?,pending,,
B,2022-R1-Q43,2022-R1,43,상권분석,tentative,46,0,0,short_option,아래 글상자에서처럼 월매출액을 추정하려 할 때 괄호 안에 들어갈 용어로 가장 옳은 것은? 월매출액 = ( ㉠ ) × 1일 평균 내점객수 × 월간 영업일수,pending,,
B,2022-R1-Q44,2022-R1,44,상권분석,tentative,44,0,0,short_option|duplicated_option,입지선정을 위해서는 도시공간구조 상에서의 동선(動線)에 대한 이해가 필요하다. 동선에 대한 아래 글상자의 설명 중에서 옳지 않은 설명들만을 바르게 짝지은 것은? ㉠ 화물차 통행이…,pending,,
B,2022-R1-Q54,2022-R1,54,유통마케팅,tentative,42,0,0,page_footer_text,상품연출이라고도 불리는 상품진열이 가지는 고객 서비스 관점의 의미로 가장 옳지 않은 것은?,pending,,
B,2022-R1-Q58,2022-R1,58,유통마케팅,tentative,44,0,0,short_option|duplicated_option,아래 글상자는 표적시장 범위에 따른 표적시장 선정 전략에 대한 내용이다. 설명이 옳은 것만을 모두 나열한 것은? ㉠ 비차별적 마케팅 전략은 세분시장 간 차이를 무시하고 전체 시장…,pending,,
B,2022-R1-Q67,2022-R1,67,유통마케팅,tentative,59,0,1,short_option|duplicated_option,아래 글상자에서 RFM기법에 대한 설명으로 옳은 것을 모두 나열한 것은? ㉠ 재무적인 가치측정 뿐만 아니라 관계 활동에 대한 질적 측면도 함께 고려한 고객가치 평가 모형이다. ㉡…,pending,,
B,2022-R1-Q72,2022-R1,72,유통정보,tentative,46,0,0,short_option,효과적인 공급사슬관리를 위해 활용할 수 있는 정보기술로 가장 옳지 않은 것은?,pending,,
B,2022-R2-Q4,2022-R2,4,유통물류일반,tentative,42,0,0,page_footer_text,풀필먼트(fulfillment)에 대한 설명으로 가장 옳지 않은 것은?,pending,,
B,2022-R2-Q12,2022-R2,12,유통물류일반,tentative,39,0,0,broken_prefix|short_option,"29., 타법개정) 상 제8조에서 사업자가 소비자에게 제공하는 물품등으로 인한 소비자의 생명ㆍ신체 또는 재산에 대한 위해를 방지하기 위해 지켜야 할 기준을 정해야 할 주체로 옳은…",pending,,
B,2022-R2-Q22,2022-R2,22,유통물류일반,tentative,42,0,0,page_footer_text,유통기업의 윤리경영에 대한 설명으로 가장 옳지 않은 것은?,pending,,
B,2022-R2-Q31,2022-R2,31,상권분석,tentative,56,1,0,page_footer_text|short_option|duplicated_option,아래 글상자의 내용은 Huff모델을 적용하여 신규점포 입지를 분석하는 단계들이다. 일반적인 분석과정을 순서 대로 나열할 때 가장 옳은 것은? ㉠ 점포크기 및 거리에 대한 민감도계…,pending,,
B,2022-R2-Q34,2022-R2,34,상권분석,tentative,46,0,0,short_option,상가임대차 관계에서 권리금을 산정할 때 근거가 되는 유무형의 재산적 가치로 가장 옳지 않은 것은?,pending,,
B,2022-R2-Q40,2022-R2,40,상권분석,tentative,42,0,0,page_footer_text,"입지적 특성에 따라 소매점포 유형을 집심성, 집재성, 산재성, 국부적집중성 점포로 구분하기도 한다. 업태와 이들 입지유형의 연결로서 가장 옳지 않은 것은?",pending,,
B,2022-R2-Q47,2022-R2,47,유통마케팅,tentative,44,0,0,short_option|duplicated_option,"소매점포의 공간 분류와 그 용도에 대한 연결이 가장 옳지 않은 것은? 항목 용도 ㉠ 고객존 고객용 출입구, 통로 계단 ㉡ 상품존 상품매입, 보관 장소 ㉢ 직원존 사무실, 종업원을…",pending,,
B,2022-R2-Q48,2022-R2,48,유통마케팅,tentative,42,0,0,page_footer_text,"지속성 상품의 경우 다음 주문이 도착하기 전에 판매 가능한 수량이 없거나 재고가 바닥이 나게 되는 최저 재고물량을 기준으로 주문점을 결정한다. 일일 예상판매 량이 5개이고, 리드…",pending,,
B,2022-R2-Q49,2022-R2,49,유통마케팅,tentative,46,0,0,short_option,아래 글상자에서 설명하는 용어로 옳은 것은? 주어진 상황에서 특정 대상에 대한 개인의 중요성 및 관련성 지각정도를 의미하는 것으로 고객이 제품 구매 결정에 투입하는 시간 및 정보…,pending,,
B,2022-R2-Q56,2022-R2,56,유통마케팅,tentative,42,0,0,page_footer_text,판매촉진 방법 가운데 프리미엄(premium)의 장점으로 가장 옳지 않은 것은?,pending,,
B,2022-R2-Q67,2022-R2,67,유통마케팅,tentative,46,0,0,short_option,"마케팅변수를 흔히 제품변수, 가격변수, 유통변수, 촉진 변수로 나누어 4P라고 한다. 다음 중 나머지와는 다른 P에 속하는 변수로서 가장 옳은 것은?",pending,,
B,2022-R2-Q73,2022-R2,73,유통정보,tentative,42,0,0,page_footer_text,소스마킹과 인스토어마킹에 관련된 설명으로 가장 옳지 않은 것은?,pending,,
B,2022-R2-Q76,2022-R2,76,유통정보,tentative,46,0,0,short_option,"아래 글상자에서 설명하는 내용을 지칭하는 용어로 가장 옳은 것은? - 기존 데이터베이스 관리도구의 능력을 넘어서 데이터에서 가치있는 정보를 추출하는 기술로, 디지털 환경에서 다양…",pending,,
B,2023-R1-Q4,2023-R1,4,유통물류일반,tentative,42,0,0,page_footer_text,"유통산업발전법(법률 제18310호, 2021.7.20., 타법개정)에 의거하여 아래 글상자 괄호 안에 공통적으로 들어갈 단어로 옳은 것은? - 무점포판매란 상시 운영되는 매장을 …",pending,,
B,2023-R1-Q5,2023-R1,5,유통물류일반,tentative,44,0,0,short_option|duplicated_option,아래 글상자의 6시그마 실행 단계를 순서대로 바르게 나열한 것은? ㉠ 개선된 상태가 유지될 수 있도록 관리한다. ㉡ 핵심품질특성(CTQ)과 그에 영향을 주는 요인의 인과 관계를 …,pending,,
B,2023-R1-Q13,2023-R1,13,유통물류일반,tentative,36,0,0,page_footer_text|short_option|duplicated_option,아래 글상자 내용 중 글로벌 유통산업 환경변화의 설명 으로 옳은 것을 모두 고르면? ㉠ 유통시장 개방의 가속화 ㉡ 주요 소매업체들의 해외 신규출점 증대 및 M&A를 통한 초대형화…,pending,,
B,2023-R1-Q22,2023-R1,22,유통물류일반,tentative,42,0,0,page_footer_text,도소매 물류서비스에서 고객서비스에 영향을 주는 요인에 대한 설명으로 옳지 않은 것은?,pending,,
B,2023-R1-Q31,2023-R1,31,상권분석,tentative,42,0,0,page_footer_text,"소매점포의 입지는 도로조건 즉, 해당 부지가 접하는 도로의 성격과 구조에 따라 영향을 받는다. 도로조건에 대한 일반적 평가로서 가장 옳지 않은 것은?",pending,,
B,2023-R1-Q34,2023-R1,34,상권분석,tentative,46,0,0,short_option,소매입지 유형과 아래 글상자 속의 입지특성의 올바르고 빠짐없는 연결로서 가장 옳은 것은? ㉠ 고객흡인력이 강함 ㉡ 점포인근에 거주인구 및 사무실 근무자가 많음 ㉢ 점포주변 유동인…,pending,,
B,2023-R1-Q40,2023-R1,40,상권분석,tentative,42,0,0,page_footer_text,소매점의 상권분석은 점포를 신규로 개점하는 경우에도 필요하지만 기존 점포의 경영을 효율화 하려는 목적으 로도 다양하게 활용될 수 있다. 상권분석의 주요 목적 으로 보기에 가장 연…,pending,,
B,2023-R1-Q48,2023-R1,48,유통마케팅,tentative,42,0,0,page_footer_text,전략적 CRM(customer relationship management)의 적용 과정으로서 가장 옳지 않은 것은?,pending,,
B,2023-R1-Q63,2023-R1,63,유통마케팅,tentative,44,0,0,short_option|duplicated_option,아래 글상자의 조사 내용 중에서 비율척도로 측정해야 하는 요소만을 나열한 것으로 옳은 것은? ㉠ 구매자의 성별 및 직업 ㉡ 상품 인기 순위 ㉢ 타겟고객의 소득구간 ㉣ 소비자의 구…,pending,,
B,2023-R1-Q65,2023-R1,65,유통마케팅,tentative,42,0,0,page_footer_text,소매업체 입장에서 특정 공급자의 개별품목 또는 재고 관리 단위를 평가하는 방법으로 가장 옳은 것은?,pending,,
B,2023-R1-Q74,2023-R1,74,유통정보,tentative,42,0,0,page_footer_text,CRM을 통해 성공적으로 고객을 관리하고 있음을 추적 하기 위해 사용할 수 있는 지표로 가장 옳지 않은 것은?,pending,,
B,2023-R1-Q80,2023-R1,80,유통정보,tentative,42,0,0,page_footer_text,아래 글상자의 괄호 안에 들어갈 용어로 가장 옳은 것은? 거래처리시스템으로부터 운영데이터를 모아 주제영역으로 구축한 데이터웨어하우스는 조직 전체의 정보를 저장하고 있어 방대하다.…,pending,,
B,2023-R1-Q81,2023-R1,81,유통정보,tentative,46,0,0,short_option,아래 글상자의 기사 내용과 관련성이 높은 정보기술 용어로 가장 옳은 것은? B**리테일이 ‘C*제*토한강점’을 선보였다. C*제*토한강점은 제*토월드에서 한강공원을 검색한 뒤 C…,pending,,
B,2023-R1-Q87,2023-R1,87,유통정보,tentative,58,1,0,page_footer_text|short_option,"아래 글상자에서 설명하는 서비스와 관련된 용어로 가장 옳은 것은? - 유통데이터를 활용한 다양한 비즈니스 모델을 수행할 수 있도록 지원하기 위해 온라인에서 생산과 소비, 유통이 …",pending,,
B,2023-R2-Q5,2023-R2,5,유통물류일반,tentative,42,0,0,source_watermark,조직에서 경영자가 목표를 설정할 때 고려해야 할 요소들에 대한 설명으로 가장 옳지 않은 것은?,pending,,
B,2023-R2-Q14,2023-R2,14,유통물류일반,tentative,44,0,0,short_option|duplicated_option,아래 글상자에서 전통적인 유통채널 구조가 점진적으로 변 화하는 과정이 순서대로 옳게 나열된 것은?,pending,,
B,2023-R2-Q15,2023-R2,15,유통물류일반,tentative,61,2,0,source_watermark|short_option|duplicated_option,유통경로 상 여러 경로 기관들의 유통 흐름 유형에 대한 설 명으로 옳은 것은? 최강 자격 문제 ◑ 전자문제집 CBT: www.comcbt.com,pending,,
B,2023-R2-Q19,2023-R2,19,유통물류일반,tentative,42,0,0,source_watermark,"유통산업발전법(법률 제19117호, 2022.12.27., 타법개정)의 제2조 정의에서 기술하는 용어 설명이 옳지 않은 것은?",pending,,
B,2023-R2-Q24,2023-R2,24,유통물류일반,tentative,42,0,0,source_watermark,가맹점이 프랜차이즈에 가입할 때 고려해야할 점으로 가장 최강 자격 문제 ◑ 전자문제집 CBT: www.comcbt.com 옳지 않은 것은?,pending,,
B,2023-R2-Q25,2023-R2,25,유통물류일반,tentative,46,0,0,short_option,물류관리의 3S 1L원칙에 해당되는 용어로 옳지 않은 것은?,pending,,
B,2023-R2-Q29,2023-R2,29,상권분석,tentative,42,0,0,source_watermark,둥지내몰림 또는 젠트리피케이션(gentrification)에 관한 내 용으로 가장 옳지 않은 것은? 격증 기출문제 전자문제집 CBT: www.comcbt.com 유통관리사 2급 …,pending,,
B,2023-R2-Q34,2023-R2,34,상권분석,tentative,42,0,0,source_watermark,점포의 상권을 설정하기 위한 단계에서의 지역특성 및 입지 최강 자격 문제 ◑ 전자문제집 CBT: www.comcbt.com 조건 관련 조사의 내용으로 가장 옳지 않은 것은?,pending,,
B,2023-R2-Q35,2023-R2,35,상권분석,tentative,44,0,0,short_option|duplicated_option,아래 글상자에 제시된 신규점포의 개점 절차의 논리적 진행 순서로 가장 옳은 것은?,pending,,
B,2023-R2-Q46,2023-R2,46,유통마케팅,tentative,44,0,0,short_option|duplicated_option,다음 중 효과적인 시장세분화를 위한 조건으로 옳은 것을 모두 고른 것은?,pending,,
B,2023-R2-Q56,2023-R2,56,유통마케팅,tentative,42,0,0,source_watermark,다음은 산업 구조분석 방법인 마이클 포터의 5 force model과 시장매력도 간의 관계에 해당하는 내용이다. 가장 옳지 않은 것은?,pending,,
B,2023-R2-Q68,2023-R2,68,유통마케팅,tentative,42,0,0,source_watermark,아래 글상자의 괄호 안에 들어갈 용어로 가장 옳은 것은?,pending,,
B,2023-R2-Q78,2023-R2,78,유통정보,tentative,42,0,0,source_watermark,최근 정부에서 추진하고 있는 다양한 친환경 제품 관련 인 증 제도 관련 설명으로 가장 옳지 않은 것은?,pending,,
B,2023-R2-Q82,2023-R2,82,유통정보,tentative,42,0,0,source_watermark,아래 글상자에서 설명하는 플랫폼 비즈니스의 두 가지 핵심 특성과 관련한 현상을 순서대로 바르게 나열한 것은? 격증 기출문제 전자문제집 CBT: www.comcbt.com 유통관리…,pending,,
B,2023-R2-Q84,2023-R2,84,유통정보,tentative,44,0,0,short_option|duplicated_option,아래 글상자의 OECD 개인정보 보호 8원칙 중 옳은 것 만 을 바르게 나열한 것은?,pending,,
B,2023-R2-Q85,2023-R2,85,유통정보,tentative,36,0,0,source_watermark|short_option|duplicated_option,아래 글상자의 비즈니스 애널리틱스에 대한 분석과 설명 중 옳은 것만을 고른 것은? 최강 자격 문제 ◑ 전자문제집 CBT: www.comcbt.com,pending,,
B,2023-R2-Q89,2023-R2,89,유통정보,tentative,56,1,0,source_watermark|short_option|duplicated_option,아래 글상자의 구매-지불 프로세스를 바르게 나열한 것은? 격증 기출문제 전자문제집 CBT: www.comcbt.com 유통관리사 2급 ◐ 2023년 08월 26일 필기 기출문,pending,,
B,2023-R2-Q90,2023-R2,90,유통정보,tentative,42,0,0,source_watermark,"기업활동과 관련된 내·외부자료를 영역별로 각기 수집·저장 관리하는 경우 자료의 활용을 위해, 목적에 맞게 적당한 형 태로 변환하거나 통합하는 과정을 거쳐야 한다. 수집된 자 료를…",pending,,
B,2024-R1-Q4,2024-R1,4,유통물류일반,tentative,38,0,0,page_footer_text|short_option,"경로성과를 측정하는 차원 중 투입 대비 산출의 비율로 측정되며, 일정한 산출을 얻기 위해 얼마나 많은 비용이 투입되었는가를 말해줄 수 있는 척도로 옳은 것은?",pending,,
B,2024-R1-Q7,2024-R1,7,유통물류일반,tentative,44,0,0,short_option|duplicated_option,아래 글상자의 유통경영환경 내용 중 거시환경에 속하는 것만을 모두 나열한 것은? ㉠ 정부의 규제 및 지원 ㉡ 정보기술의 발전 ㉢ 브랜드 인지도 ㉣ 국민소득증가 ㉤ 우수한 직원,pending,,
B,2024-R1-Q11,2024-R1,11,유통물류일반,tentative,46,0,0,short_option,아래 글상자의 괄호 안에 알맞은 용어로 가장 옳은 것은? 기업 내에서 업무가 표준화되어 있는 정도를 나타내는 지표로 업무수행 절차나 방식 등이 매뉴얼이나 지침서 등 으로 얼마나 …,pending,,
B,2024-R1-Q13,2024-R1,13,유통물류일반,tentative,42,0,0,page_footer_text,조달물류를 효율적으로 달성하기 위한 방안 설명으로 옳지 않은 것은?,pending,,
B,2024-R1-Q19,2024-R1,19,유통물류일반,tentative,44,0,0,short_option|duplicated_option,아래 글상자의 재고관리비용 중 재고유지비용에 해당 되는 것만을 나열한 것으로 옳은 것은? ㉠ 기회비용 ㉡ 서류작성비 ㉢ 통관비 ㉣ 창고사용료 ㉤ 이자비용 ㉥ 재고감손비용,pending,,
B,2024-R1-Q23,2024-R1,23,유통물류일반,tentative,42,0,0,page_footer_text,기업의 재무성과 분석을 나타내는 여러 가지 비율에 대한 설명으로 옳지 않은 것은?,pending,,
B,2024-R1-Q25,2024-R1,25,유통물류일반,tentative,44,0,0,short_option|duplicated_option,아래 글상자 내용은 공공창고 3가지 유형에 대한 설명 이다. 옳은 것을 모두 고르면? ㉠ 공립창고: 창고 부족 문제를 해결하기 위해 정부와 지방 자치단체가 항만지역 등에 설립하여…,pending,,
B,2024-R1-Q30,2024-R1,30,상권분석,tentative,57,0,1,page_footer_text,상권의 계층적 구조 형성에 대한 설명으로 가장 옳지 않은 것은?,pending,,
B,2024-R1-Q38,2024-R1,38,상권분석,tentative,42,0,0,page_footer_text,소상공인시장진흥공단은 소상공인 및 소규모 창업자를 위하여 빅데이터를 활용한 상권정보시스템을 광범위하게 운영하고 있다. 이 상권정보시스템을 통하여 제공되는 정보로 옳지 않은 것은?,pending,,
